countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
OP-WaterlooStSnellGv, 14.8, 2015-03-03 07:00:00, 120, bicycle riders, NA, 10, 3, 4, 3, 0, 1, 2, 2, 5, 
OP-WaterlooStSnellGv, 14.8, 2013-03-05 07:00:00, 120, bicycle riders, NA, 9, 4, 2, 1, 2, 1, 2, 2, 2, 
