countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
CN-NewlandsRdCarrSt, 10.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 11, 5, NA, 2, 4, 2, NA, NA, 1, 
CN-NewlandsRdCarrSt, 10.3, 2013-03-05 07:00:00, 120, bicycle riders, NA, 15, 7, NA, 6, 2, 6, NA, NA, 3, 
