countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
B-GrayBrunswick, 5.4, 2013-03-05 07:00:00, 120, bicycle riders, NA, 62, 20, 10, NA, 32, 3, 38, 38, 21, 
B-GrayBrunswick, 5.4, 2011-03-01 07:00:00, 120, bicycle riders, NA, 44, 12, 5, NA, 27, 0, 34, 34, 10, 
