countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
G-HarringtonStWestRingRdTrail, 17.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 22, 3, 9, 2, 8, 6, 5, 5, 8, 
G-HarringtonStWestRingRdTrail, 17.3, 2013-03-05 07:00:00, 120, bicycle riders, NA, 16, 3, 4, 5, 4, 4, 4, 4, 8, 
