countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
PV-CumberlandRdEssexSt, 12.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 23, 13, 4, 5, 1, 5, 2, 2, 4, 
PV-CumberlandRdEssexSt, 12.3, 2011-03-01 07:00:00, 120, bicycle riders, NA, 15, 5, 6, 4, 0, 5, 0, 0, 2, 
PV-CumberlandRdEssexSt, 12.3, 2010-03-02 07:00:00, 120, bicycle riders, NA, 18, 7, 3, 6, 2, 5, 2, 2, 3, 
