countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-MerriCrkHardingSt, 11.3, 2017-03-07 07:00:00, 120, bicycle riders, NA, 161, 90, 7, 31, 33, 21, 9, 9, 15, 
C-MerriCrkHardingSt, 11.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 147, 85, 39, 2, 21, 19, 106, 106, 21, 
C-MerriCrkHardingSt, 11.3, 2012-03-06 07:00:00, 120, bicycle riders, NA, 85, 33, 25, 1, 26, 11, 55, 55, 17, 
