countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
PVS-MelvilleRdRenyardSt, 9.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 58, 26, 18, 6, 8, 7, 6, 6, 17, 
PVS-MelvilleRdRenyardSt, 9.3, 2013-03-05 07:00:00, 120, bicycle riders, NA, 33, 18, 4, 3, 8, 3, 4, 4, 7, 
