countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
SydneyRdWestRingRdTrail, 14.4, 2017-03-07 07:00:00, 120, bicycle riders, NA, 24, 11, 8, NA, 5, 9, 6, 6, 9, 
SydneyRdWestRingRdTrail, 14.4, 2014-03-04 07:00:00, 120, bicycle riders, NA, 38, 14, 13, NA, 11, 13, 8, 8, 17, 
