countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-BourkeStOHeaSt, 9.7, 2016-03-01 07:00:00, 120, bicycle riders, NA, 106, NA, 36, 10, 60, NA, 66, 66, 38, 
C-BourkeStOHeaSt, 9.7, 2014-03-04 07:00:00, 120, bicycle riders, NA, 88, NA, 25, 0, 63, NA, 61, 61, 25, 
C-BourkeStOHeaSt, 9.7, 2012-03-06 07:00:00, 120, bicycle riders, NA, 47, NA, 12, 0, 35, NA, 33, 33, 12, 
