countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
B-SydneyRdVictoriaSt, 5.6, 2017-03-07 07:00:00, 120, bicycle riders, NA, 300, 179, 55, 8, 58, 11, 19, 19, 49, 
B-SydneyRdVictoriaSt, 5.6, 2014-03-04 07:00:00, 120, bicycle riders, NA, 361, 223, 61, 11, 66, 15, 15, 15, 43, 
B-SydneyRdVictoriaSt, 5.6, 2012-03-06 07:00:00, 120, bicycle riders, NA, 336, 236, 48, 8, 44, 8, 6, 6, 34, 
