countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BE-LygonStBrunswickRd, 4.8, 2015-03-03 07:00:00, 120, bicycle riders, NA, 309, 232, 28, 25, 24, 28, 37, 37, 19, 
BE-LygonStBrunswickRd, 4.8, 2011-03-01 07:00:00, 120, bicycle riders, NA, 276, 185, 50, 14, 27, 18, 30, 30, 40, 
BE-LygonStBrunswickRd, 4.8, 2010-03-02 07:00:00, 120, bicycle riders, NA, 276, 194, 39, 14, 29, 16, 21, 21, 26, 
