countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-DeCarleStMorelandRd, 7.1, 2016-03-01 07:00:00, 120, bicycle riders, NA, 89, 36, 26, 8, 19, 10, 18, 18, 25, 
C-DeCarleStMorelandRd, 7.1, 2013-03-05 07:00:00, 120, bicycle riders, NA, 67, 20, 17, 6, 24, 3, 26, 26, 21, 
C-DeCarleStMorelandRd, 7.1, 2011-03-01 07:00:00, 120, bicycle riders, NA, 38, 13, 13, 3, 9, 3, 9, 9, 14, 
