countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
CN-SydneyRdBakersRd, 10.1, 2015-02-26 07:00:00, 120, bicycle riders, NA, 15, 3, 7, 0, 5, 1, 3, 3, 8, 
CN-SydneyRdBakersRd, 10.1, 2013-03-21 07:00:00, 120, bicycle riders, NA, 19, 12, 0, 4, 3, 4, 0, 0, 1, 
CN-SydneyRdBakersRd, 10.1, 2011-03-29 07:00:00, 120, bicycle riders, NA, 12, 3, 4, 4, 1, 2, 1, 1, 6, 
