countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
OP-PascoeValeRdWinifredSt, 14.9, 2015-03-03 07:00:00, 120, bicycle riders, NA, 22, 7, 2, 4, 9, 9, 2, 2, 7, 
OP-PascoeValeRdWinifredSt, 14.9, 2012-03-06 07:00:00, 120, bicycle riders, NA, 9, 4, 1, 2, 2, 3, 0, 0, 0, 
OP-PascoeValeRdWinifredSt, 14.9, 2011-03-01 07:00:00, 120, bicycle riders, NA, 13, 3, 3, 2, 5, 5, 1, 1, 2, 
