countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BW-CityLinkBrunswickRd, 5.7, 2017-03-07 07:00:00, 120, bicycle riders, NA, 87, 14, 15, 10, 48, 1, 26, 26, 22, 
BW-CityLinkBrunswickRd, 5.7, 2014-03-04 07:00:00, 120, bicycle riders, NA, 64, 22, 9, 4, 29, 3, 15, 15, 11, 
BW-CityLinkBrunswickRd, 5.7, 2012-03-06 07:00:00, 120, bicycle riders, NA, 60, 18, 9, 4, 29, 3, 22, 22, 13, 
