countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BE-LygonStGlenlyonRd, 6.0, 2016-03-01 07:00:00, 120, bicycle riders, NA, 322, 190, 56, 22, 54, 19, 44, 44, 77, 
BE-LygonStGlenlyonRd, 6.0, 2012-03-06 07:00:00, 120, bicycle riders, NA, 235, 130, 34, 21, 50, 16, 39, 39, 52, 
BE-LygonStGlenlyonRd, 6.0, 2009-03-03 07:00:00, 120, bicycle riders, NA, 230, 142, 26, 22, 40, 30, 30, 135, 35, 
