countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BW-FlemingStParkSt, 5.6, 2015-03-03 07:00:00, 120, bicycle riders, NA, 136, 95, 13, NA, 28, 7, 109, 109, 20, 
BW-FlemingStParkSt, 5.6, 2013-03-05 07:00:00, 120, bicycle riders, NA, 126, 83, 15, 0, 28, 6, 102, 102, 18, 
