countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
PVS-SussexStOHeaSt, 10.5, 2015-03-03 07:00:00, 120, bicycle riders, NA, 55, 13, 9, 2, 31, 4, 38, 38, 5, 
PVS-SussexStOHeaSt, 10.5, 2011-03-01 07:00:00, 120, bicycle riders, NA, 33, 14, 8, 7, 4, 6, 9, 9, 12, 
PVS-SussexStOHeaSt, 10.5, 2009-03-03 07:00:00, 120, bicycle riders, NA, 22, 4, 7, 2, 9, 5, 7, 2, 8, 
