countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
PV-WestStBoundaryRd, 13.4, 2017-03-07 07:00:00, 120, bicycle riders, NA, 35, 8, 12, 6, 9, 7, 14, 14, 7, 
PV-WestStBoundaryRd, 13.4, 2013-03-05 07:00:00, 120, bicycle riders, NA, 26, 9, 9, 2, 6, 4, 7, 7, 10, 
PV-WestStBoundaryRd, 13.4, 2011-03-01 07:00:00, 120, bicycle riders, NA, 22, 5, 5, 3, 9, 2, 11, 11, 8, 
