countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-BarrowStMorelandRd, 8.0, 2016-03-01 07:00:00, 120, bicycle riders, NA, 138, 69, 32, 13, 24, 15, 33, 33, 30, 
C-BarrowStMorelandRd, 8.0, 2012-03-06 07:00:00, 120, bicycle riders, NA, 122, 65, 20, 18, 19, 11, 28, 28, 23, 
C-BarrowStMorelandRd, 8.0, 2009-03-03 07:00:00, 120, bicycle riders, NA, 90, 29, 13, 27, 21, 6, 23, 27, 16, 
