countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BE-LygonStBlythSt, 6.7, 2015-03-03 07:00:00, 120, bicycle riders, NA, 210, 108, 28, 26, 48, 14, 47, 47, 26, 
BE-LygonStBlythSt, 6.7, 2013-03-05 07:00:00, 120, bicycle riders, NA, 196, 90, 28, 31, 47, 25, 35, 35, 30, 
