countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BW-JolleyStAlbionSt, 7.8, 2015-03-03 07:00:00, 120, bicycle riders, NA, 98, 4, 29, 4, 61, 10, 38, 38, 31, 
BW-JolleyStAlbionSt, 7.8, 2011-03-01 07:00:00, 120, bicycle riders, NA, 59, 5, 28, 1, 25, 0, 22, 22, 32, 
