countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
PVS-MooneePondsCrkMorelandRd, 10.3, 2015-03-03 07:00:00, 120, bicycle riders, NA, 156, 117, 23, 8, 8, 11, 7, 7, 13, 
PVS-MooneePondsCrkMorelandRd, 10.3, 2013-03-05 07:00:00, 120, bicycle riders, NA, 151, 120, 13, 17, 1, 18, 0, 0, 6, 
