countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
F-UpfieldBoxForestRd, 12.9, 2015-03-03 07:00:00, 120, bicycle riders, NA, 28, 5, 7, 6, 10, 5, 4, 4, 8, 
F-UpfieldBoxForestRd, 12.9, 2011-03-01 07:00:00, 120, bicycle riders, NA, 17, 0, 6, 6, 5, 3, 3, 3, 2, 
F-UpfieldBoxForestRd, 12.9, 2010-03-02 07:00:00, 120, bicycle riders, NA, 24, 1, 3, 9, 11, 5, 5, 5, 5, 
