countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
F-MerriCrkQueensPde, 11.6, 2015-03-03 07:00:00, 120, bicycle riders, NA, 2, 2, NA, 0, 0, 0, NA, NA, 0, 
F-MerriCrkQueensPde, 11.6, 2011-03-01 07:00:00, 120, bicycle riders, NA, 2, 2, NA, 0, 0, 0, NA, NA, 0, 
