countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-BarrowStRennieSt, 8.0, 2017-03-07 07:00:00, 120, bicycle riders, NA, 97, 42, 17, 18, 20, 13, 4, 4, 15, 
C-BarrowStRennieSt, 8.0, 2014-03-04 07:00:00, 120, bicycle riders, NA, 78, 30, 15, 22, 11, 16, 2, 2, 17, 
