countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-SydneyRdOHeaSt, 8.8, 2016-03-01 07:00:00, 120, bicycle riders, NA, 82, 13, 43, 2, 24, 4, 16, 16, 21, 
C-SydneyRdOHeaSt, 8.8, 2014-03-03 07:00:00, 120, bicycle riders, NA, 99, 24, 35, 12, 28, 11, 15, 15, 27, 
