countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
OP-StationRdMeakerAv, 14.8, 2017-03-07 07:00:00, 120, bicycle riders, NA, 14, 7, 2, 3, 2, 3, 4, 4, 2, 
OP-StationRdMeakerAv, 14.8, 2015-03-03 07:00:00, 120, bicycle riders, NA, 5, 0, 4, 0, 1, 2, 1, 1, 2, 
OP-StationRdMeakerAv, 14.8, 2013-03-05 07:00:00, 120, bicycle riders, NA, 8, 1, 5, NA, 2, 3, 3, 3, 2, 
