countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
B-BarrowStAlbionSt, 6.9, 2017-03-07 07:00:00, 120, bicycle riders, NA, 165, 86, 44, 1, 34, 5, 76, 76, 83, 
B-BarrowStAlbionSt, 6.9, 2013-03-05 07:00:00, 120, bicycle riders, NA, 112, 53, 27, 6, 26, 7, 56, 56, 48, 
B-BarrowStAlbionSt, 6.9, 2011-03-01 07:00:00, 120, bicycle riders, NA, 101, 33, 30, 3, 35, 6, 48, 48, 47, 
