countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
C-MerriCrkDeCheneBridge, 10.7, 2017-03-07 07:00:00, 120, bicycle riders, NA, 117, NA, 34, 16, 67, NA, 4, 4, 13, 
C-MerriCrkDeCheneBridge, 10.7, 2011-03-01 07:00:00, 120, bicycle riders, NA, 60, 25, 19, 16, NA, 12, 4, 4, NA, 
