countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BW-HopetounAvAlbionSt, 8.8, 2016-03-01 07:00:00, 120, bicycle riders, NA, 75, 23, 25, 5, 22, 1, 26, 26, 48, 
BW-HopetounAvAlbionSt, 8.8, 2013-03-05 07:00:00, 120, bicycle riders, NA, 63, 21, 25, 8, 9, 1, 11, 11, 50, 
BW-HopetounAvAlbionSt, 8.8, 2011-03-01 07:00:00, 120, bicycle riders, NA, 33, 17, 9, 5, 2, 0, 5, 5, 28, 
