countsite, dist_from_cbd, time, bin_duration, counting, gender, total, from_north, from_east, from_south, from_west, to_north, to_east, to_south, to_west, 
BE-BellvueStBlythSt, 6.4, 2015-03-03 07:00:00, 120, bicycle riders, NA, 185, 92, 33, 17, 43, 16, 34, 34, 29, 
BE-BellvueStBlythSt, 6.4, 2013-03-05 07:00:00, 120, bicycle riders, NA, 176, 91, 40, 9, 36, 5, 34, 34, 30, 
